IDX,IPC,CYCLE,INSTNUM,REGR,REGW,ROBR,ROBW,MEMR,MEMW,BRANCH,LOADDEP,STOREDEP,PVF
1,0.107661,2000.0,215,0.1855,0.0905,0.5315,0.4385,0.0245,0.031,0.0155,0.0635,0.0465,0.20476
2,0.11168,4000.0,436,0.18225,0.103,0.5575,0.463,0.02975,0.0225,0.02275,0.06225,0.04,0.20476
3,0.10536,6000.0,631,0.18116666666666667,0.10416666666666667,0.5445,0.44433333333333336,0.025,0.021666666666666667,0.023,0.0525,0.036833333333333336,0.20476
4,0.106199,8000.0,848,0.1755,0.10525,0.54325,0.429875,0.022625,0.022,0.022125,0.045875,0.03425,0.20476
5,0.1055,10000.0,1053,0.174,0.1059,0.5236,0.4091,0.0219,0.0223,0.021,0.0416,0.0322,0.20476
6,0.144444,12000.0,1730,0.23541666666666666,0.14283333333333334,0.5885833333333333,0.49066666666666664,0.0285,0.023583333333333335,0.020833333333333332,0.04875,0.03325,0.20476
7,0.167108,14000.0,2335,0.2749285714285714,0.15392857142857144,0.6370714285714286,0.5529285714285714,0.028285714285714286,0.028,0.025214285714285713,0.04842857142857143,0.039214285714285715,0.20476
8,0.180349,16000.0,2880,0.2848125,0.1549375,0.7123125,0.5614375,0.027875,0.030375,0.029,0.0460625,0.0405,0.20476
9,0.171571,18000.0,3073,0.26755555555555555,0.14533333333333334,0.6813888888888889,0.5316111111111111,0.02638888888888889,0.0295,0.0275,0.043277777777777776,0.03866666666666667,0.20476
10,0.166792,20000.0,3325,0.25955,0.1416,0.6658,0.52065,0.02565,0.0285,0.0277,0.04205,0.0372,0.20476
11,0.186273,22000.0,4090,0.3004545454545455,0.1635,0.7176363636363636,0.5990454545454545,0.02909090909090909,0.03536363636363636,0.032136363636363637,0.04645454545454546,0.04490909090909091,0.20476
12,0.231704,24000.0,5550,0.3566666666666667,0.19275,0.8100833333333334,0.715875,0.034416666666666665,0.04054166666666666,0.04045833333333333,0.05379166666666667,0.050708333333333334,0.20476
13,0.246214,26000.0,6389,0.3773076923076923,0.20665384615384616,0.8288076923076924,0.7556538461538461,0.03661538461538461,0.04196153846153846,0.043576923076923076,0.05703846153846154,0.051576923076923076,0.20476
14,0.236274,28000.0,6593,0.3603928571428571,0.199,0.8081071428571428,0.7242142857142857,0.0355,0.040464285714285717,0.04196428571428571,0.05457142857142857,0.049357142857142856,0.20476
15,0.232891,30000.0,6973,0.3534333333333333,0.1943,0.7928666666666667,0.7133,0.03506666666666667,0.040966666666666665,0.041833333333333333,0.0534,0.0496,0.2375
16,0.27429,32000.0,8760,0.415375,0.225625,0.85896875,0.8066875,0.04215625,0.0500625,0.04846875,0.05990625,0.05865625,0.2375
17,0.334188,34000.0,11340,0.49458823529411766,0.27091176470588235,0.9548529411764706,0.9482352941176471,0.05538235294117647,0.06502941176470588,0.06120588235294118,0.07214705882352941,0.07320588235294118,0.2375
18,0.387041,36000.0,13906,0.5648055555555556,0.3110833333333333,1.0398888888888889,1.0741944444444445,0.06708333333333333,0.07827777777777778,0.0725,0.08308333333333333,0.08619444444444445,0.2375
19,0.434937,38000.0,16495,0.6274736842105263,0.3469473684210526,1.1163684210526317,1.1872368421052633,0.07760526315789473,0.09026315789473684,0.08271052631578947,0.09281578947368421,0.09776315789473684,0.26421
20,0.471682,40000.0,18830,0.674475,0.37475,1.1774,1.277275,0.0846,0.0985,0.089425,0.100375,0.1059,0.26421
21,0.479681,42000.0,20102,0.6794285714285714,0.379047619047619,1.1930714285714286,1.2929285714285714,0.08626190476190476,0.0998095238095238,0.09073809523809524,0.10204761904761905,0.10697619047619047,0.26421
22,0.469906,44000.0,20635,0.6645,0.3694090909090909,1.176840909090909,1.2735227272727272,0.0863409090909091,0.09881818181818182,0.08897727272727272,0.10179545454545455,0.10643181818181818,0.26421
23,0.457797,46000.0,21017,0.6435434782608696,0.3573695652173913,1.1499565217391305,1.2436739130434782,0.08495652173913043,0.09621739130434782,0.08654347826086957,0.10032608695652175,0.1035,0.23262
24,0.452061,48000.0,21656,0.6288541666666667,0.3484583333333333,1.1412708333333332,1.2296458333333333,0.08497916666666666,0.09460416666666667,0.085125,0.1000625,0.102,0.23262
25,0.451374,50000.0,22524,0.61902,0.34236,1.1451,1.23024,0.08624,0.0939,0.08456,0.10124,0.10132,0.23262
