,0.5
979028000,0.54274
979060500,0.54336
979237500,0.54409
984820500,0.54143
984947000,0.54187
986339500,0.54153
986419500,0.54189
987032000,0.54234
987891000,0.54246
988415500,0.54298
990699000,0.54227
990850000,0.54279
991517500,0.54291
991520500,0.54354
991559000,0.54416
993590000,0.54348
993832000,0.54378
995350500,0.54365
999284500,0.54221
1002786000,0.54081
1004661500,0.54041
1004854500,0.54088
1005566500,0.54111
1007262500,0.54067
1007573500,0.54098
1007929500,0.54147
1008755000,0.54159
1008829000,0.54221
1010556000,0.54188
1010760000,0.54231
1011218500,0.54269
1012267000,0.54281
1013575500,0.54233
1014506500,0.54228
1015206000,0.54235
1015280500,0.54282
1015500000,0.54333
1015619500,0.544
1016989000,0.54441
1018135000,0.54448
1018652500,0.54476
1019050500,0.54503
1019517500,0.54557
1023421500,0.54414
1023496500,0.54442
1023686000,0.54487
1026806000,0.54382
1027313000,0.54415
1030553500,0.54297
1030810000,0.54339
1035781500,0.5412
1037449500,0.54099
1039134000,0.54073
1039810000,0.54087
1040121000,0.54108
1040169000,0.54177
1040419000,0.54213
1040607000,0.54262
1042348000,0.54225
1044391500,0.54169
1044464500,0.54225
1045142500,0.54249
1045508000,0.54282
1046323500,0.54312
1047269500,0.54322
1047830000,0.54358
1048398000,0.54364
1050143500,0.54332
1052414000,0.54277
1054544500,0.54245
1061886000,0.53915
1062201000,0.53949
1063841500,0.53919
1064677500,0.53904
1065598000,0.53911
1067039000,0.53886
1068117500,0.53886
1068493500,0.53904
1068645000,0.53958
1068756500,0.54036
1069758000,0.54032
1070335500,0.54051
1076008500,0.53847
1080332500,0.53708
1081469500,0.537
1083366000,0.53687
1084696500,0.53691
1084922500,0.53744
1086627000,0.53754
1086809000,0.53795
1087034500,0.53837
1087341500,0.5388
1089792500,0.53799
1091694500,0.5374
1091968500,0.53773
1092321500,0.53833
1092702500,0.53907
1093758500,0.53931
1094391000,0.53981
1095242500,0.53991
1097204000,0.53964
1098842500,0.53956
1098953000,0.53987
1099191500,0.5406
1100148500,0.54088
1100334000,0.54134
1100495000,0.54174
1100731500,0.54219
1100765000,0.54277
1101254000,0.5432
1101980000,0.54333
1104840000,0.54275
1105243000,0.54319
1110111500,0.54135
1112847500,0.54059
1112855500,0.54106
1115075500,0.54082
1118455500,0.53995
1118531500,0.54029
1120354000,0.54001
1120694500,0.54057
1123119500,0.53982
1124248500,0.53988
1125789000,0.53978
1128734500,0.53915
1130191500,0.53903
1131796000,0.53879
1133219500,0.53867
1134240500,0.53872
1135008500,0.53914
1135730500,0.53957
1136543500,0.53955
1137274500,0.54018
1139597500,0.53939
1139769500,0.53983
1140023500,0.54023
1143034000,0.53914
1144146000,0.539
1144700500,0.53931
1144774500,0.53978
1145565500,0.53958
1147933500,0.53906
1148589000,0.53924
1148754500,0.53966
1150257500,0.53942
1150848000,0.53954
1150941000,0.54028
1150950500,0.54097
1151499000,0.5411
1152080000,0.5414
1152779500,0.54152
1152985500,0.54214
1153760500,0.54227
1155195500,0.54216
1156893000,0.54185
1158123000,0.54202
1158198500,0.54241
1159119500,0.54244
1160668000,0.54218
1161304500,0.54248
1162351000,0.54236
1163047000,0.54238
1165122500,0.54199
1165190000,0.5425
1165483500,0.54327
1165815500,0.54359
1166628500,0.54381
1166859500,0.54415
1167044500,0.54457
1168121000,0.5447
1173494500,0.54278
1175126000,0.54233
1177708500,0.54163
1177731000,0.54197
1178303000,0.54208
1178512000,0.54237
1180147500,0.54196
1181387500,0.54173
1182318000,0.54173
1184092500,0.5412
1184829500,0.54167
1185090500,0.54201
1185825000,0.54208
1187795000,0.54176
1188378000,0.54199
1189801500,0.54168
1190308500,0.54225
1190403000,0.54267
1190691000,0.54304
1192838000,0.54253
1193264000,0.54262
1194144000,0.54264
1194508000,0.54297
1195665000,0.54277
1196675000,0.54281
1200275500,0.54158
1200565000,0.54172
1202005000,0.54177
1202374000,0.54229
1203608500,0.54216
1205191000,0.54209
1205997000,0.54242
1209478000,0.54144
1210293500,0.54143
1210719500,0.5418
1215697000,0.54014
1216702000,0.54019
1217374500,0.54032
1220537000,0.53935
1220543000,0.54001
1220696000,0.54072
1221417500,0.54089
1221908500,0.5419
1223164000,0.54207
1223176000,0.5428
1225188000,0.54224
1225697000,0.54253
1226772000,0.54238
1228004000,0.5423
1228690000,0.54246
1229285500,0.54245
1234830500,0.54036
1235049000,0.54063
1235134000,0.54094
1235197500,0.54135
1239514500,0.53993
1240296000,0.54019
1247544000,0.53754
1247617500,0.5379
1249985500,0.53739
1250262500,0.53809
1251324000,0.53803
1252753000,0.53795
1254645000,0.53786
1255645500,0.53769
1256354000,0.53775
1257605000,0.5378
1259489500,0.53725
1259594500,0.53799
1262271500,0.53716
1265199500,0.53637
1266315000,0.53617
1269005500,0.53581
1272607000,0.53513
1272899000,0.53563
1275289000,0.53501
1278041000,0.53437
1278424500,0.53471
1278538500,0.535
1279235000,0.53529
1279297500,0.53565
1279444000,0.536
1283867500,0.53462
1285016500,0.53473
1286804500,0.53435
1289811000,0.53356
1290987000,0.53369
1291099500,0.53419
1291451500,0.53443
1292247500,0.53481
1292756500,0.53492
1293404000,0.53504
1294417000,0.5351
1295156000,0.53529
1295280000,0.53556
1296323500,0.53574
1296940500,0.53594
1298045500,0.53598
1298101500,0.5364
1298666000,0.53648
1300191500,0.53645
1301785000,0.53645
1302492000,0.53659
1303526500,0.53676
1305216500,0.5366
1305506000,0.5371
1306767000,0.53684
1307621000,0.5371
1307796500,0.53761
1308286500,0.53797
1309502000,0.53775
1310745500,0.53773
1311424000,0.53791
1314361500,0.53717
1314924000,0.53733
1316428500,0.53735
1317857500,0.53721
1318850000,0.53749
1320345500,0.53735
1321111000,0.5379
1321268500,0.53828
1321368000,0.53881
1321885500,0.53929
1323092000,0.53933
1323256000,0.53973
1325071000,0.53936
1325510000,0.5395
1326570000,0.53978
1327191500,0.54007
1327202500,0.54054
1327625000,0.5409
1328066000,0.54126
1328180500,0.54148
1328716000,0.54167
1329559000,0.54178
1330172000,0.54179
1330984500,0.54178
1331253000,0.54227
1331254500,0.5427
1334234000,0.54178
1336736000,0.54124
1337074000,0.54145
1337448500,0.54182
1337535500,0.54234
1338118000,0.54269
1341293500,0.54175
1341759500,0.54199
1343515500,0.54183
1343991500,0.54215
1344548000,0.54227
1345418500,0.54242
1346060500,0.54266
1347104500,0.54269
1348414500,0.54266
1348867000,0.54273
1348948000,0.54305
1349466000,0.54358
1351258000,0.54331
1351368000,0.54381
1351430500,0.54401
1352327500,0.54404
1355176000,0.54328
1357620000,0.54268
1358097500,0.54294
1361832000,0.54174
1362803000,0.54178
1367254000,0.5404
1367327500,0.54086
1369213500,0.54055
1370772000,0.54014
1371525500,0.54018
1374631000,0.53946
1375143000,0.53964
1376120000,0.53966
1377881500,0.53935
1379741000,0.53906
1382076500,0.53853
1384981000,0.53781
1385104500,0.53808
1385562000,0.53846
1385879000,0.53877
1386355500,0.53887
1387072000,0.53909
1387986000,0.53913
1388041500,0.53937
1389427500,0.53923
1389907000,0.53943
1390534000,0.53977
1391432000,0.53978
1392234500,0.53973
1392522000,0.54036
1394739000,0.53995
1394799000,0.54049
1400156000,0.53923
1400570500,0.53947
1401079000,0.53953
1401261500,0.53974
1401501500,0.54004
1403950500,0.5398
1405984000,0.53942
1406103500,0.53961
1406623000,0.53987
1409384000,0.53927
1410103000,0.53951
1410218500,0.53983
1411295000,0.53984
1412574500,0.53958
1414675500,0.53938
1416891000,0.53907
1417279000,0.53939
1417335000,0.5398
1419232000,0.53952
1420449500,0.53946
1421829000,0.53954
1423240500,0.53954
1423601500,0.53992
1428037500,0.53865
1428382000,0.53869
1428408000,0.53908
1429190500,0.53908
1431180000,0.53869
1433354000,0.53829
1433656000,0.53856
1435468000,0.53825
1435684500,0.53845
1435884000,0.53881
1436758500,0.53895
1439847000,0.5383
1440950000,0.53842
1441430000,0.53871
1441763000,0.5392
1442285000,0.53975
1442841500,0.54014
1445975500,0.53962
1446286000,0.53992
1446730000,0.5401
1446844000,0.54052
1448097000,0.54038
1450381500,0.53986
1450831000,0.5401
1452042000,0.54025
1452048500,0.54084
1454018500,0.54053
1454946500,0.54066
1455182000,0.54088
1455912000,0.54083
1456526500,0.54107
1457540500,0.54108
1460961000,0.54018
1461499500,0.54053
1464395500,0.53984
1464922000,0.5401
1466911500,0.5398
1467263500,0.54009
1467722500,0.54046
1468673500,0.54047
1469452000,0.54035
1469532000,0.54084
1469533500,0.54125
1471331000,0.54087
1472542500,0.54068
1473014000,0.54096
1473247500,0.54129
1473257000,0.54146
1473585000,0.54183
1473866500,0.54229
1474694500,0.54234
1476248500,0.54238
1476258500,0.54279
1481598500,0.54114
1481748500,0.54148
1484296500,0.54107
1485588000,0.54107
1486473500,0.54126
1487877500,0.54125
1488051500,0.54154
1488659000,0.54157
1489469500,0.542
1490487000,0.54195
1491086000,0.54223
1492334000,0.54222
1492813500,0.54243
1493741500,0.54251
1494097500,0.54277
1494573000,0.54318
1497262000,0.5426
1497297000,0.54288
1499246000,0.5424
1499405000,0.54279
1499463500,0.54324
1499844500,0.54354
1503043000,0.54284
1503074500,0.54331
1504267000,0.54328
1504982000,0.54341
1506597500,0.54307
1508154500,0.54316
1508294000,0.54372
1508826500,0.54411
1512980000,0.54315
1513189000,0.54367
1513939500,0.54371
1514899500,0.5437
1515025000,0.54428
1516992500,0.54406
1519185000,0.54366
1519723000,0.5437
1520130500,0.54392
1520817500,0.54399
1526446500,0.54247
1527071000,0.54264
1528547000,0.54257
1529977500,0.54247
1530606500,0.54262
1530842000,0.54286
1533858500,0.54225
1534476000,0.54226
1536106000,0.54252
1536503500,0.5429
1537806000,0.54275
1538030000,0.54301
1541380000,0.54214
1545889000,0.54115
1546247500,0.54143
1546917000,0.5415
1548401500,0.54136
1550513500,0.54108
1551578500,0.54133
1551858000,0.54171
1552092000,0.542
1552439500,0.54225
1553091500,0.54239
1553628500,0.54263
1553683500,0.54297
1554338500,0.54324
1554516000,0.54371
1554775000,0.54411
1555348500,0.54447
1556829000,0.54426
1557233500,0.5449
1557617500,0.54504
1558039500,0.54514
1560413000,0.54464
1560887000,0.54485
1561857500,0.54485
1566971500,0.54347
1567050000,0.54394
1567564000,0.54423
1568127000,0.54446
1568312500,0.54484
1568825500,0.54512
1570577000,0.54475
1571325000,0.54481
1573700500,0.54455
1574956000,0.54439
1574981500,0.5447
1575610000,0.54492
1576511000,0.54499
1577990500,0.5447
1578834000,0.54501
1580999500,0.54458
1583511000,0.54406
1585116000,0.54382
1586220500,0.5437
1588388000,0.54339
1588462500,0.5438
1589259000,0.54388
1590476500,0.54384
1591842500,0.54367
1592021500,0.54398
1593288500,0.54396
1593818000,0.54418
1593961000,0.54442
1594804000,0.54438
1596637000,0.54423
1596917500,0.54465
1598727500,0.54421
1603420500,0.5428
1603961000,0.54282
1605389000,0.54252
1607016500,0.54229
1607268500,0.54254
1609247000,0.54213
1613234000,0.54106
1613511500,0.54125
1616878500,0.54042
1617885500,0.54044
1618541000,0.54092
1619250000,0.54115
1622136000,0.54064
1622390000,0.54091
1622572500,0.54119
1623515000,0.5411
1623688000,0.54134
1624700500,0.54125
1626282500,0.54108
1626581000,0.54122
1628417500,0.54103
1629026000,0.54125
1630360500,0.5413
1630430500,0.54175
1630983000,0.54195
1631204000,0.54219
1631325000,0.5425
1631950000,0.54261
1635963500,0.54165
1637106000,0.54162
1637249000,0.54186
1637279000,0.54225
1638573500,0.54222
1639501500,0.54222
1641163000,0.54183
1641491000,0.54229
1642229000,0.54234
1642246000,0.54268
1643667000,0.54257
1643751500,0.54319
1645300500,0.54317
1645568500,0.54383
1646246500,0.54383
1648124500,0.54364
1648389000,0.54389
1648523500,0.54431
1648630000,0.54465
1650931500,0.54436
1652062000,0.54448
1653742000,0.54425
1654740000,0.54429
1658398000,0.54338
1659055000,0.54355
1661947500,0.5432
1662017000,0.54368
1662652500,0.54381
1662822500,0.54416
1665260500,0.54413
1666428000,0.54405
1667097500,0.54426
1667103000,0.54463
1667207000,0.54504
1669088500,0.54492
1669369500,0.54541
1670910000,0.54516
1672208000,0.54507
1673446500,0.54485
1673468000,0.54524
1675781000,0.5448
1677036500,0.54489
1677123500,0.54519
1679232000,0.54509
1679349500,0.54554
1679589000,0.54594
1682244000,0.54557
1682288000,0.54579
1683179000,0.54581
1684174500,0.54584
1684688000,0.54591
1685269500,0.54609
1686399500,0.54605
1688333500,0.5458
1690154000,0.54561
1694232000,0.54462
1694534000,0.54476
1694547000,0.54522
1696368500,0.54504
1696486000,0.54533
1700693500,0.54417
1702305500,0.544
1703256000,0.54405
1707913500,0.54302
1707989000,0.54324
1708982500,0.54345
1710828500,0.5431
1712034500,0.54303
1713087500,0.54303
1714148500,0.54296
1714713500,0.54312
1718211000,0.54246
1718507500,0.54276
1718789500,0.5431
1718805500,0.54351
1722934500,0.54248
1723082500,0.54282
1724756000,0.54253
1725195000,0.54296
1725768000,0.54307
1726732000,0.54337
1726733500,0.5438
1727461000,0.54397
1728153500,0.54412
1728875000,0.5442
1729074000,0.54464
1729733000,0.54483
1729971500,0.54512
1730604500,0.54528
1730628000,0.54566
1731794000,0.54563
1732144000,0.54602
1732312000,0.54635
1732667000,0.5465
1732697500,0.54688
1734056000,0.54684
1734317500,0.54701
1737575500,0.54617
1738124500,0.54653
1739575500,0.54652
1740171000,0.54661
1742392000,0.54623
1743818500,0.54603
1744293500,0.54616
1744617500,0.54636
1745139500,0.54683
1745777500,0.54689
1747181500,0.54677
1747593000,0.54704
1748521500,0.54702
1750218500,0.54683
1750712500,0.54704
1752594000,0.54689
1752818000,0.54733
1752819000,0.5477
1757541500,0.54652
1757580000,0.54694
1758783000,0.54696
1759987000,0.54693
1760111500,0.54746
1760978500,0.54761
1761135000,0.54806
1761543000,0.54825
1762573000,0.54821
1766693000,0.54728
1767544500,0.54719
1767693000,0.54743
1767999500,0.54776
1768801000,0.54778
1770802500,0.54773
1773374500,0.54717
1774717000,0.54693
1776692500,0.54667
1776892500,0.54696
1776896500,0.54715
1779346500,0.54671
1780727500,0.54658
1780807500,0.54691
1782121000,0.54676
1783570000,0.54668
1783707000,0.54686
1784529500,0.54688
1784757500,0.54719
1786395500,0.54699
1791050500,0.54611
1791978000,0.54623
1792097500,0.54655
1792289500,0.54689
1793166500,0.54689
1793817500,0.54711
1797385500,0.54623
1797729000,0.5464
1798733500,0.54628
1798891000,0.54643
1799225500,0.54663
1799389500,0.54706
1801355500,0.54691
1802699000,0.54689
1803346000,0.54701
1804748000,0.54681
1806475000,0.54665
1806922500,0.54683
1807954000,0.54666
1809302000,0.54649
1810695000,0.54626
1811708000,0.54627
1812437000,0.54627
1812997500,0.54624
1813107500,0.54649
1813456000,0.54678
1817405000,0.54602
1818540000,0.5461
1818956500,0.54633
1819124500,0.5468
1821963500,0.54643
1822722500,0.54659
1823362500,0.54698
1825424000,0.5466
1825843000,0.54691
1826611000,0.547
1829070000,0.54652
1829549000,0.54669
1830906000,0.54653
1831193500,0.54667
1831208500,0.54706
1831852000,0.54724
1834827000,0.5466
1835492000,0.5468
1836317500,0.54671
1838049500,0.54675
1838377000,0.54708
1838904000,0.5471
1838973500,0.54752
1841506500,0.54725
1843123500,0.54711
1844556000,0.54708
1847444500,0.54648
1849141000,0.54638
1850083000,0.54644
1850313500,0.54667
1854531000,0.54573
1857907500,0.54512
1864294500,0.54352
1864560000,0.54379
1866170500,0.54362
1867531500,0.54375
1867798500,0.54393
1868048500,0.54413
1869629000,0.54398
1871032500,0.54414
1871149500,0.54444
1872731000,0.54439
1872934000,0.54478
1874361500,0.54464
1875497500,0.54472
1876556000,0.54464
1877424000,0.54471
1878790000,0.54461
1880213500,0.54442
1880748000,0.54471
1881885500,0.54478
1882125500,0.54508
1883731500,0.54488
1886313000,0.54462
1888735500,0.54431
1890751500,0.54406
1891248500,0.54421
1892012000,0.54418
1894151000,0.54384
1896812500,0.54335
1898053500,0.54343
1898160000,0.54374
1901009000,0.54333
1901141000,0.54359
1902055500,0.54372
1904724500,0.54333
1907682500,0.54287
1909808500,0.54264
1909856000,0.54286
1909984500,0.54304
1910681000,0.54308
1910973000,0.54322
1911956000,0.5432
1912945000,0.5432
1914379000,0.54306
1914867500,0.54321
1915469500,0.54334
1917580500,0.54312
1920952000,0.54243
1920954500,0.5428
1921498000,0.5429
1923013500,0.54281
1923637000,0.54274
1925390000,0.54263
1925399000,0.54309
1926316000,0.5432
1926844000,0.54333
1927552500,0.54345
1927611500,0.5438
1928836500,0.54373
1929053000,0.54395
1931117500,0.54376
1931660000,0.54405
1933617000,0.54383
1933883000,0.544
1933904500,0.54431
1936148500,0.54392
1936621000,0.54423
1938069500,0.54417
1938369500,0.54431
1939204500,0.54429
1942044500,0.54386
1944490500,0.54342
1945385000,0.54344
1946767500,0.54347
1947311500,0.54365
1947540500,0.54383
1948501000,0.54384
1950398500,0.54363
1951484000,0.54383
1951515500,0.54426
1952586000,0.54423
1953289000,0.5443
1953727500,0.54444
1954968500,0.5445
1955120500,0.54461
1955387500,0.54476
1958419500,0.54425
1960072000,0.54421
1960646500,0.54443
1963009500,0.54417
1965778500,0.54377
1966644000,0.54377
1966933500,0.54405
1967788000,0.54406
1967868000,0.54432
1967889500,0.54451
1968551000,0.54455
1969402000,0.54464
1973752500,0.5438
1974358500,0.54382
1976838000,0.54362
1976991500,0.54392
1979728500,0.54333
1980521500,0.54334
1981411500,0.54346
1982848500,0.54332
1984249500,0.54316
1984636500,0.54331
1985521000,0.54347
1988128500,0.54309
1989042000,0.54336
1989270500,0.54367
1989279500,0.54399
1995132000,0.54296
1995485000,0.54329
1996472500,0.54327
1998646000,0.54305
1999988000,0.54301
2001540500,0.54284
2002635000,0.5428
2003794000,0.54273
2005739500,0.54238
2006139000,0.54246
2010741500,0.54165
2010958000,0.54193
2012194000,0.54188
2012988000,0.54198
2014557000,0.54189
2015391000,0.54183
2015686000,0.54218
2016353500,0.54248
2016700500,0.54262
2018180000,0.54245
2019701000,0.54238
2019908000,0.54257
2020898500,0.54258
2020921500,0.54294
2022480000,0.54298
2023886500,0.54295
2025490000,0.54282
2025661000,0.54306
2027016000,0.54296
2029385500,0.54273
2030108500,0.54276
2030466000,0.54285
2031507500,0.54282
2032673500,0.54274
2033066500,0.54306
2033078000,0.54329
2034664500,0.54314
2035884000,0.543
2036366500,0.54314
2043221000,0.54171
2043379500,0.54212
2043474000,0.54245
2043513500,0.54265
2045010500,0.54255
2045500000,0.54257
2045746500,0.54284
2046447000,0.54285
2047586500,0.54283
2049313500,0.54268
2051107500,0.54255
2052738500,0.54239
2053781500,0.54231
2054242500,0.54236
2054313500,0.54268
2057177000,0.54234
2057371500,0.54275
2057864500,0.5429
2058064000,0.54336
2058323000,0.54354
2059625000,0.5435
2060228500,0.54355
2061745000,0.54359
2064753500,0.54311
2066019500,0.54311
2066990500,0.54312
2067313000,0.54333
2068773500,0.54327
2069561000,0.54332
2070749500,0.5432
2070977500,0.54354
2071630000,0.54357
2072141000,0.54373
2072386500,0.54418
2074445000,0.54397
2077040500,0.54363
2081214000,0.54281
2081472500,0.54293
2082986000,0.54291
2083581500,0.54303
2085304000,0.54301
2087693000,0.54256
2090051500,0.54227
2090715000,0.54259
2090878000,0.54281
2091198000,0.54295
2091246500,0.54326
2091287000,0.54361
2092123500,0.54381
2092831000,0.54388
2093956500,0.54394
2094379000,0.54403
2094918000,0.54411
2096864500,0.54378
2098144000,0.54362
2099853000,0.54354
2102091500,0.54329
2102267000,0.54349
2103690500,0.54333
2105511000,0.54302
2107163500,0.54291
2107646500,0.54308
2107883500,0.54321
2109842000,0.54319
2112036000,0.5432
2113885500,0.54292
2114237000,0.54314
2117004500,0.54277
2117133000,0.5431
2117344000,0.54346
2117877000,0.54354
2118630000,0.54356
2124737000,0.5422
2125371500,0.54237
2125772500,0.54246
2127328000,0.54227
2127515500,0.54257
2128033000,0.54271
2129428000,0.5426
2129703500,0.54289
2130081500,0.54294
2131231500,0.54297
2131571000,0.5431
2132799500,0.54315
2133084000,0.54327
2136676000,0.54273
2137682500,0.54281
2138005500,0.54302
2138397000,0.54322
2139573000,0.54336
2141554500,0.54319
2142986000,0.5432
2144607000,0.54302
2145303500,0.54307
2145735500,0.5432
2145796500,0.54349
2145847000,0.54386
2147282000,0.54376
2148648000,0.54382
2149093500,0.54397
2150895500,0.54386
2151040000,0.54407
2151868500,0.54421
