IDX,IPC,CYCLE,INSTNUM,REGR,REGW,ROBR,ROBW,MEMR,MEMW,Branches,PVF
91,0.952901,182000.0,173084,1.3443461538461539,0.7174615384615385,1.8964395604395605,2.286565934065934,0.33673823114788193,0.20610801691664163,0.0763559889995609,0.50157
92,0.962224,184000.0,176698,1.3597934782608696,0.726445652173913,1.9063478260869566,2.3028967391304347,0.3386795549468585,0.20504476564533838,0.07516214105422812,0.50157
93,0.970441,186000.0,180144,1.3738602150537635,0.7346236559139785,1.9154247311827957,2.317736559139785,0.340460964561684,0.20404787281286083,0.07408517630340172,0.50157
94,0.979395,188000.0,183761,1.388718085106383,0.7432925531914893,1.9249148936170213,2.333441489361702,0.34225434123671505,0.20306267379911952,0.07298066510304145,0.50157
95,0.977793,190000.0,185412,1.387478947368421,0.7427578947368421,1.9204473684210526,2.3276052631578947,0.3428742476215132,0.2024572303842254,0.07265441287511057,0.50157
96,0.978968,192000.0,187589,1.3899322916666668,0.7443020833333334,1.9198333333333333,2.327072916666667,0.34319709577853713,0.2011791736189222,0.07239230445281973,0.50157
97,0.986359,194000.0,190974,1.4021649484536083,0.7514020618556702,1.9277731958762887,2.339561855670103,0.3445023929959052,0.20008482830123472,0.07159089719019343,0.50157
98,0.994959,196000.0,194625,1.416423469387755,0.7596530612244898,1.9369591836734694,2.35475,0.3461271676300578,0.19922928709055876,0.07058702633269107,0.50157
99,0.999059,198000.0,197421,1.4228232323232324,0.7633131313131313,1.9415757575757575,2.360843434343434,0.34642717846632326,0.1977601167049098,0.07029647301958758,0.50157
100,1.003597,200000.0,200321,1.43037,0.76755,1.94633,2.367,0.3468183565377569,0.1962749786592519,0.07002261370500347,0.50157
101,1.008462,202000.0,203305,1.4381683168316832,0.7719356435643564,1.9512475247524752,2.373460396039604,0.34721231647032785,0.19480091488158185,0.06978185484862645,0.50157
102,1.013738,204000.0,206392,1.446906862745098,0.7770784313725491,1.957235294117647,2.3826666666666667,0.34797375867281677,0.19374297453389666,0.06920326369239117,0.50157
