IDX,IPC,CYCLE,INSTNUM,REGR,REGW,ROBR,ROBW,MEMR,MEMW,Branches,PVF
1,0.103909,2000.0,202,0.137,0.0725,0.4095,0.295,0.22772277227722773,0.297029702970297,0.13861386138613863,0.35996
2,0.109741,4000.0,436,0.15925,0.094,0.50325,0.398,0.27293577981651373,0.20642201834862386,0.20871559633027523,0.35996
3,0.103384,6000.0,611,0.15216666666666667,0.09233333333333334,0.4861666666666667,0.37833333333333335,0.23731587561374795,0.19967266775777415,0.2225859247135843,0.35996
4,0.105408,8000.0,840,0.16125,0.0995,0.509,0.3905,0.2154761904761905,0.20714285714285716,0.20952380952380953,0.35996
5,0.10572,10000.0,1048,0.1621,0.1008,0.4952,0.3766,0.20896946564885496,0.21087786259541985,0.20038167938931298,0.35996
6,0.149954,12000.0,1796,0.23833333333333334,0.14641666666666667,0.57375,0.493,0.1965478841870824,0.16146993318485522,0.14198218262806236,0.35996
7,0.171975,14000.0,2403,0.2742857142857143,0.15285714285714286,0.6122857142857143,0.5451428571428572,0.16521015397419891,0.16937161880982105,0.15355805243445692,0.35996
8,0.181932,16000.0,2898,0.2806875,0.154625,0.6854375,0.549375,0.15527950310559005,0.16804692891649414,0.1611456176673568,0.35996
9,0.171934,18000.0,3079,0.2622777777777778,0.14377777777777778,0.6532777777777777,0.5185555555555555,0.15459564793764208,0.17245859045144527,0.1610912633972069,0.35996
10,0.167311,20000.0,3332,0.25475,0.1401,0.6339,0.50885,0.15426170468187275,0.17106842737094838,0.16656662665066027,0.35996
11,0.185271,22000.0,4068,0.2944090909090909,0.16145454545454546,0.6879545454545455,0.5868181818181818,0.15634218289085547,0.18977384464110128,0.1723205506391347,0.35996
12,0.236547,24000.0,5666,0.3615833333333333,0.19466666666666665,0.7949166666666667,0.7230416666666667,0.14648782209671726,0.17649135192375573,0.17613836921990822,0.35996
13,0.249565,26000.0,6451,0.37726923076923075,0.207,0.8072307692307692,0.7537307692307692,0.14865912261664857,0.1691210665013176,0.17764687645326305,0.35996
14,0.238826,28000.0,6674,0.36428571428571427,0.20110714285714285,0.7912857142857143,0.7305357142857143,0.15028468684447108,0.17380881030866047,0.17875337129157925,0.35996
15,0.237367,30000.0,7107,0.3601666666666667,0.1971,0.7824666666666666,0.7186333333333333,0.15069649641198818,0.1798227100042212,0.17700858308709722,0.35996
16,0.228289,32000.0,7279,0.34596875,0.19015625,0.7616875,0.69196875,0.15221871136145074,0.1823052617117736,0.17818381645830472,0.35996
17,0.22125,34000.0,7488,0.33408823529411763,0.18402941176470589,0.7410882352941176,0.6699411764705883,0.1545138888888889,0.18482905982905984,0.17761752136752137,0.35996
18,0.211989,36000.0,7614,0.3220277777777778,0.17808333333333334,0.7194444444444444,0.6486944444444445,0.15602836879432624,0.18492251116364591,0.17835566062516417,0.35996
19,0.212287,38000.0,8051,0.3223421052631579,0.17939473684210527,0.7249736842105263,0.6530526315789473,0.1591106694820519,0.1853185939634828,0.17861135262700287,0.37743
20,0.212319,40000.0,8476,0.320775,0.178425,0.724225,0.652725,0.163874469089193,0.18617272298253892,0.17909391222274657,0.37743
21,0.247585,42000.0,10378,0.3602142857142857,0.19985714285714284,0.7884285714285715,0.7364285714285714,0.18028521873193293,0.18336866448255926,0.18279051840431682,0.37743
22,0.291804,44000.0,12814,0.4079318181818182,0.22595454545454546,0.8569545454545454,0.8337272727272728,0.19494303105977837,0.1819884501326674,0.1844076791009833,0.37743
23,0.333072,46000.0,15291,0.45082608695652177,0.24945652173913044,0.917804347826087,0.9168260869565218,0.2044993787195082,0.18337584199856125,0.18429141324962398,0.37743
24,0.36587,48000.0,17527,0.48520833333333335,0.2681875,0.9691458333333334,0.9837916666666666,0.21110286985793347,0.18434415473269813,0.1846294288811548,0.47762
25,0.401695,50000.0,20045,0.5219,0.28842,1.02134,1.05612,0.21671239710651036,0.18368670491394362,0.1851334497380893,0.47762
26,0.435016,52000.0,22576,0.5570961538461539,0.30738461538461537,1.0710192307692308,1.1265384615384615,0.22049964564138907,0.18395641389085754,0.18532955350815025,0.47762
27,0.46121,54000.0,24856,0.5845370370370371,0.3223888888888889,1.1114629629629629,1.1794259259259259,0.22384937238493724,0.1846636626971355,0.18542806565819117,0.47857
28,0.489882,56000.0,27379,0.6137142857142858,0.338375,1.1533392857142857,1.2379107142857142,0.22630483217064173,0.18382702070930276,0.1860184813177983,0.47857
29,0.513725,58000.0,29737,0.6379827586206896,0.3516551724137931,1.1888965517241379,1.2849137931034482,0.22863772404748292,0.18344150385042204,0.1864680364529038,0.47857
