IDX,IPC,CYCLE,INSTNUM,REGR,REGW,ROBR,ROBW,MEMR,MEMW,BRANCH,LOADDEP,STOREDEP,PVF
3012,1.183969,6024000.0,7117994,8845125,4487724,13626010,16628551,1894669,1514974,1331083.0,1945480.0,1551893.0,0.4762
3013,1.183919,6026000.0,7120057,8848413,4489091,13630561,16634018,1895302,1515597,1331460.0,1946116.0,1552515.0,0.4762
3014,1.183859,6028000.0,7122057,8851576,4490430,13635036,16639336,1895898,1516181,1331834.0,1946720.0,1553103.0,0.4762
3015,1.183815,6030000.0,7124160,8854906,4491846,13639640,16644926,1896520,1516792,1332222.0,1947351.0,1553715.0,0.47785
3016,1.183748,6032000.0,7126115,8857958,4493175,13644049,16650127,1897079,1517334,1332597.0,1947923.0,1554261.0,0.47785
3017,1.183687,6034000.0,7128115,8861141,4494515,13648509,16655412,1897680,1517923,1332964.0,1948532.0,1554854.0,0.47785
3018,1.183623,6036000.0,7130091,8864296,4495873,13652998,16660799,1898261,1518491,1333335.0,1949128.0,1555426.0,0.47785
3019,1.183581,6038000.0,7132201,8867661,4497279,13657605,16666392,1898905,1519124,1333722.0,1949780.0,1556063.0,0.56403
3020,1.183539,6040000.0,7134308,8871082,4498684,13662227,16672032,1899565,1519780,1334098.0,1950449.0,1556722.0,0.56403
3021,1.183501,6042000.0,7136441,8874505,4500126,13666874,16677734,1900211,1520414,1334486.0,1951109.0,1557363.0,0.56403
3022,1.183457,6044000.0,7138536,8877817,4501518,13671463,16683292,1900840,1521036,1334879.0,1951746.0,1557981.0,0.56403
3023,1.183402,6046000.0,7140569,8881029,4502893,13675967,16688687,1901435,1521614,1335259.0,1952357.0,1558570.0,0.48519
3024,1.18336,6048000.0,7142676,8884427,4504287,13680575,16694264,1902094,1522266,1335635.0,1953017.0,1559221.0,0.48519
3025,1.183323,6050000.0,7144818,8887868,4505757,13685244,16700008,1902731,1522890,1336021.0,1953662.0,1559848.0,0.48519
3026,1.183271,6052000.0,7146862,8891091,4507140,13689756,16705429,1903326,1523470,1336404.0,1954274.0,1560439.0,0.48519
3027,1.183232,6054000.0,7148990,8894555,4508571,13694398,16711089,1903993,1524128,1336778.0,1954943.0,1561100.0,0.47764
3028,1.183186,6056000.0,7151073,8897847,4509958,13698977,16716626,1904617,1524744,1337167.0,1955577.0,1561713.0,0.47764
3029,1.183137,6058000.0,7153140,8901120,4511376,13703532,16722155,1905214,1525324,1337552.0,1956190.0,1562306.0,0.47764
3030,1.183062,6060000.0,7155049,8904118,4512676,13707898,16727255,1905766,1525862,1337918.0,1956755.0,1562848.0,0.47796
3031,1.183034,6062000.0,7157240,8907686,4514180,13712624,16733108,1906441,1526525,1338299.0,1957437.0,1563510.0,0.47796
3032,1.182974,6064000.0,7159236,8910800,4515548,13717074,16738388,1907003,1527070,1338678.0,1958010.0,1564059.0,0.47796
3033,1.182912,6066000.0,7161224,8913893,4516914,13721526,16743695,1907559,1527606,1339056.0,1958579.0,1564604.0,0.47796
3034,1.182871,6068000.0,7163336,8917257,4518342,13726139,16749312,1908191,1528228,1339442.0,1959217.0,1565224.0,0.47805
3035,1.182801,6070000.0,7165271,8920343,4519641,13730542,16754492,1908774,1528800,1339802.0,1959817.0,1565807.0,0.47805
3036,1.182794,6072000.0,7167591,8924124,4521173,13735422,16760645,1909514,1529538,1340207.0,1960558.0,1566541.0,0.47805
3037,1.182751,6074000.0,7169694,8927515,4522623,13740022,16766240,1910139,1530146,1340582.0,1961197.0,1567156.0,0.47805
3038,1.182721,6076000.0,7171869,8931076,4524117,13744772,16772168,1910809,1530808,1340970.0,1961878.0,1567823.0,0.47102
3039,1.182673,6078000.0,7173937,8934317,4525509,13749317,16777627,1911410,1531394,1341358.0,1962488.0,1568410.0,0.47102
3040,1.182612,6080000.0,7175932,8937491,4526861,13753784,16782955,1911999,1531970,1341727.0,1963090.0,1568995.0,0.47102
3041,1.182591,6082000.0,7178163,8941122,4528384,13758558,16788903,1912686,1532646,1342117.0,1963785.0,1569671.0,0.47102
3042,1.182546,6084000.0,7180252,8944419,4529790,13763137,16794451,1913302,1533250,1342506.0,1964410.0,1570273.0,0.47453
3043,1.182486,6086000.0,7182249,8947561,4531124,13767597,16799758,1913892,1533826,1342884.0,1965016.0,1570858.0,0.47453
3044,1.182445,6088000.0,7184356,8951015,4532560,13772236,16805438,1914552,1534478,1343253.0,1965686.0,1571515.0,0.47453
3045,1.182417,6090000.0,7186549,8954525,4534026,13776947,16811244,1915215,1535130,1343652.0,1966356.0,1572169.0,0.4791
3046,1.182364,6092000.0,7188587,8957821,4535408,13781487,16816713,1915840,1535746,1344017.0,1966994.0,1572789.0,0.4791
3047,1.182309,6094000.0,7190613,8961001,4536793,13785988,16822091,1916416,1536306,1344401.0,1967580.0,1573351.0,0.4791
3048,1.182277,6096000.0,7192773,8964476,4538240,13790671,16827865,1917079,1536960,1344794.0,1968253.0,1574013.0,0.4791
3049,1.182226,6098000.0,7194825,8967769,4539605,13795206,16833304,1917715,1537587,1345163.0,1968896.0,1574642.0,0.47722
3050,1.182188,6100000.0,7196956,8971200,4541047,13799854,16838999,1918365,1538226,1345550.0,1969556.0,1575284.0,0.47722
3051,1.18213,6102000.0,7198962,8974347,4542387,13804333,16844325,1918955,1538806,1345929.0,1970156.0,1575864.0,0.47722
3052,1.182063,6104000.0,7200913,8977468,4543694,13808750,16849528,1919549,1539390,1346288.0,1970764.0,1576455.0,0.47722
3053,1.182042,6106000.0,7203144,8981086,4545176,13813520,16855472,1920254,1540088,1346685.0,1971475.0,1577154.0,0.47439
3054,1.181988,6108000.0,7205173,8984332,4546535,13818033,16860867,1920867,1540691,1347055.0,1972097.0,1577760.0,0.47439
3055,1.181982,6110000.0,7207498,8988118,4548076,13822932,16867073,1921604,1541426,1347465.0,1972839.0,1578494.0,0.47439
3056,1.181912,6112000.0,7209425,8991191,4549366,13827319,16872221,1922186,1541996,1347826.0,1973438.0,1579075.0,0.47439
3057,1.181893,6114000.0,7211671,8994860,4550884,13832117,16878230,1922893,1542694,1348218.0,1974149.0,1579775.0,0.47046
3058,1.181842,6116000.0,7213720,8998069,4552265,13836652,16883684,1923485,1543276,1348608.0,1974753.0,1580355.0,0.47046
3059,1.181786,6118000.0,7215737,9001326,4553612,13841151,16889050,1924113,1543892,1348972.0,1975389.0,1580979.0,0.47046
3060,1.181769,6120000.0,7217989,9004943,4555095,13845935,16895011,1924812,1544586,1349377.0,1976092.0,1581670.0,0.47046
3061,1.181705,6122000.0,7219957,9007998,4556426,13850354,16900216,1925372,1545130,1349756.0,1976663.0,1582216.0,0.47195
3062,1.181599,6124000.0,7221667,9010559,4557626,13854450,16904768,1925802,1545532,1350105.0,1977108.0,1582632.0,0.47195
3063,1.181573,6126000.0,7223872,9014122,4559097,13859203,16910681,1926489,1546214,1350501.0,1977800.0,1583314.0,0.47195
3064,1.181528,6128000.0,7225953,9017505,4560484,13863788,16916236,1927145,1546862,1350872.0,1978467.0,1583969.0,0.47195
3065,1.181504,6130000.0,7228162,9021059,4561948,13868521,16922089,1927829,1547538,1351272.0,1979158.0,1584647.0,0.4747
3066,1.181455,6132000.0,7230220,9024376,4563316,13873071,16927560,1928471,1548173,1351641.0,1979808.0,1585284.0,0.4747
