IDX,IPC,CYCLE,INSTNUM,REGR,REGW,ROBR,ROBW,MEMR,MEMW,BRANCH,LOADDEP,STOREDEP,PVF
4267,1.084563,8534000.0,9266609,17053265,9055164,19024608,23051077,2911091,39851,1018333.0,3052703.0,40555.0,0.51333
4268,1.084565,8536000.0,9268801,17057309,9057307,19029093,23056514,2911779,39856,1018573.0,3053424.0,40560.0,0.51333
4269,1.084565,8538000.0,9270975,17061340,9059442,19033567,23061934,2912463,39861,1018812.0,3054142.0,40565.0,0.51333
4270,1.084567,8540000.0,9273161,17065383,9061590,19038045,23067360,2913151,39866,1019052.0,3054862.0,40570.0,0.51306
4271,1.084567,8542000.0,9275335,17069412,9063725,19042523,23072785,2913834,39871,1019291.0,3055580.0,40575.0,0.51306
4272,1.084568,8544000.0,9277519,17073454,9065871,19046999,23078217,2914521,39876,1019531.0,3056303.0,40580.0,0.51306
4273,1.08457,8546000.0,9279710,17077495,9068014,19051483,23083647,2915211,39881,1019772.0,3057023.0,40585.0,0.51306
4274,1.08457,8548000.0,9281880,17081516,9070147,19055956,23089071,2915894,39886,1020011.0,3057741.0,40590.0,0.51455
4275,1.084572,8550000.0,9284066,17085557,9072289,19060435,23094497,2916583,39891,1020252.0,3058464.0,40595.0,0.51455
4276,1.084573,8552000.0,9286245,17089599,9074437,19064907,23099916,2917273,39896,1020493.0,3059187.0,40600.0,0.51455
4277,1.084574,8554000.0,9288425,17093629,9076582,19069383,23105336,2917960,39901,1020733.0,3059908.0,40605.0,0.51455
4278,1.084575,8556000.0,9290606,17097669,9078728,19073857,23110757,2918649,39906,1020974.0,3060631.0,40610.0,0.51288
4279,1.084576,8558000.0,9292790,17101710,9080870,19078333,23116184,2919337,39911,1021214.0,3061354.0,40615.0,0.51288
4280,1.084576,8560000.0,9294960,17105732,9083005,19082806,23121603,2920020,39916,1021453.0,3062072.0,40620.0,0.51288
4281,1.084577,8562000.0,9297136,17109759,9085142,19087282,23127022,2920707,39921,1021693.0,3062789.0,40625.0,0.51288
4282,1.084578,8564000.0,9299316,17113794,9087282,19091754,23132445,2921394,39926,1021933.0,3063512.0,40630.0,0.51381
4283,1.084579,8566000.0,9301501,17117826,9089425,19096236,23137872,2922082,39931,1022174.0,3064233.0,40635.0,0.51381
4284,1.084578,8568000.0,9303660,17121879,9091584,19100684,23143243,2922783,39931,1022412.0,3064961.0,40635.0,0.51381
4285,1.08458,8570000.0,9305845,17125916,9093729,19105167,23148675,2923471,39936,1022653.0,3065685.0,40640.0,0.51381
4286,1.084581,8572000.0,9308026,17129956,9095875,19109640,23154090,2924159,39941,1022893.0,3066405.0,40645.0,0.51381
4287,1.084582,8574000.0,9310206,17133988,9098015,19114116,23159518,2924846,39946,1023134.0,3067127.0,40650.0,0.51569
4288,1.084583,8576000.0,9312390,17138032,9100162,19118593,23164944,2925535,39951,1023374.0,3067850.0,40655.0,0.51569
4289,1.084585,8578000.0,9314576,17142065,9102303,19123072,23170368,2926224,39956,1023615.0,3068572.0,40660.0,0.51569
4290,1.084586,8580000.0,9316756,17146104,9104448,19127547,23175798,2926911,39961,1023855.0,3069296.0,40665.0,0.51569
4291,1.084586,8582000.0,9318930,17150114,9106574,19132013,23181188,2927596,39969,1024095.0,3070014.0,40673.0,0.51232
4292,1.084587,8584000.0,9321111,17154152,9108719,19136486,23186606,2928284,39974,1024335.0,3070734.0,40678.0,0.51232
4293,1.084589,8586000.0,9323296,17158193,9110865,19140964,23192031,2928974,39979,1024576.0,3071457.0,40683.0,0.51232
4294,1.08459,8588000.0,9325475,17162228,9113006,19145439,23197459,2929660,39984,1024816.0,3072181.0,40688.0,0.51232
4295,1.084591,8590000.0,9327661,17166263,9115148,19149918,23202881,2930349,39989,1025057.0,3072901.0,40693.0,0.51414
4296,1.084592,8592000.0,9329842,17170306,9117294,19154391,23208302,2931037,39994,1025297.0,3073622.0,40698.0,0.51414
4297,1.084594,8594000.0,9332024,17174341,9119440,19158870,23213729,2931725,39999,1025538.0,3074345.0,40703.0,0.51414
4298,1.084595,8596000.0,9334206,17178378,9121581,19163344,23219154,2932413,40004,1025778.0,3075067.0,40708.0,0.51414
4299,1.084597,8598000.0,9336393,17182414,9123724,19167823,23224576,2933103,40009,1026019.0,3075788.0,40713.0,0.51454
4300,1.084598,8600000.0,9338574,17186451,9125870,19172301,23229999,2933789,40014,1026259.0,3076509.0,40718.0,0.51454
4301,1.084599,8602000.0,9340755,17190493,9128016,19176775,23235422,2934478,40019,1026500.0,3077232.0,40723.0,0.51454
4302,1.0846,8604000.0,9342939,17194526,9130154,19181250,23240844,2935166,40024,1026740.0,3077952.0,40728.0,0.51454
4303,1.084602,8606000.0,9345124,17198563,9132299,19185733,23246276,2935854,40029,1026981.0,3078676.0,40733.0,0.51454
4304,1.084603,8608000.0,9347305,17202603,9134445,19190206,23251691,2936542,40034,1027221.0,3079396.0,40738.0,0.51442
4305,1.084603,8610000.0,9349476,17206624,9136578,19194677,23257110,2937229,40039,1027461.0,3080116.0,40743.0,0.51442
4306,1.084604,8612000.0,9351655,17210661,9138724,19199154,23262536,2937917,40044,1027702.0,3080840.0,40748.0,0.51442
4307,1.084602,8614000.0,9353806,17214683,9140868,19203608,23267912,2938609,40044,1027942.0,3081564.0,40748.0,0.51442
4308,1.084605,8616000.0,9356001,17218752,9143027,19208087,23273339,2939306,40049,1028181.0,3082292.0,40753.0,0.51426
4309,1.084606,8618000.0,9358182,17222791,9145174,19212560,23278757,2939994,40054,1028421.0,3083012.0,40758.0,0.51426
4310,1.084606,8620000.0,9360356,17226815,9147309,19217038,23284182,2940677,40059,1028660.0,3083730.0,40763.0,0.51426
4311,1.084606,8622000.0,9362532,17230845,9149444,19221514,23289605,2941361,40064,1028899.0,3084447.0,40768.0,0.51426
4312,1.084606,8624000.0,9364706,17234873,9151578,19225988,23295026,2942045,40069,1029138.0,3085164.0,40773.0,0.51314
4313,1.084608,8626000.0,9366891,17238912,9153718,19230469,23300459,2942732,40074,1029379.0,3085886.0,40778.0,0.51314
4314,1.08461,8628000.0,9369080,17242953,9155865,19234951,23305895,2943421,40079,1029619.0,3086608.0,40783.0,0.51314
4315,1.08461,8630000.0,9371258,17246985,9157999,19239428,23311322,2944104,40084,1029858.0,3087325.0,40788.0,0.51314
4316,1.084612,8632000.0,9373447,17251030,9160146,19243909,23316753,2944792,40089,1030098.0,3088045.0,40793.0,0.51309
4317,1.084612,8634000.0,9375619,17255055,9162276,19248383,23322182,2945472,40094,1030336.0,3088763.0,40798.0,0.51309
4318,1.084614,8636000.0,9377811,17259099,9164420,19252868,23327613,2946161,40099,1030577.0,3089480.0,40803.0,0.51309
4319,1.084615,8638000.0,9379995,17263140,9166562,19257343,23333042,2946846,40104,1030816.0,3090203.0,40808.0,0.51309
4320,1.084617,8640000.0,9382183,17267179,9168704,19261826,23338479,2947532,40109,1031056.0,3090924.0,40813.0,0.51309
4321,1.084618,8642000.0,9384371,17271218,9170848,19266307,23343901,2948219,40114,1031296.0,3091642.0,40818.0,0.51507
4322,1.08462,8644000.0,9386560,17275262,9172992,19270788,23349330,2948906,40119,1031536.0,3092361.0,40823.0,0.51507
4323,1.084622,8646000.0,9388747,17279300,9175131,19275266,23354760,2949593,40124,1031776.0,3093081.0,40828.0,0.51507
4324,1.084623,8648000.0,9390932,17283342,9177277,19279748,23360194,2950278,40129,1032016.0,3093802.0,40833.0,0.51507
4325,1.084625,8650000.0,9393122,17287381,9179415,19284230,23365626,2950965,40134,1032256.0,3094522.0,40838.0,0.51425
4326,1.084626,8652000.0,9395308,17291424,9181562,19288708,23371054,2951652,40139,1032496.0,3095242.0,40843.0,0.51425
4327,1.084628,8654000.0,9397494,17295458,9183701,19293189,23376487,2952336,40144,1032735.0,3095961.0,40848.0,0.51425
4328,1.084629,8656000.0,9399680,17299501,9185843,19297667,23381915,2953023,40149,1032975.0,3096683.0,40853.0,0.51425
4329,1.084629,8658000.0,9401851,17303535,9187984,19302138,23387325,2953708,40149,1033216.0,3097398.0,40853.0,0.51535
4330,1.08463,8660000.0,9404032,17307592,9190144,19306606,23392726,2954411,40154,1033454.0,3098131.0,40858.0,0.51535
4331,1.084632,8662000.0,9406217,17311633,9192286,19311086,23398153,2955096,40159,1033694.0,3098851.0,40863.0,0.51535
4332,1.084633,8664000.0,9408404,17315672,9194431,19315565,23403580,2955782,40164,1033933.0,3099571.0,40868.0,0.51535
4333,1.084635,8666000.0,9410590,17319715,9196573,19320043,23409016,2956469,40169,1034173.0,3100292.0,40873.0,0.51421
4334,1.084637,8668000.0,9412780,17323756,9198717,19324525,23414440,2957156,40174,1034413.0,3101011.0,40878.0,0.51421
4335,1.084638,8670000.0,9414967,17327792,9200858,19329008,23419879,2957842,40179,1034653.0,3101731.0,40883.0,0.51421
4336,1.08464,8672000.0,9417155,17331839,9203003,19333488,23425304,2958529,40184,1034893.0,3102451.0,40888.0,0.51421
4337,1.084641,8674000.0,9419343,17335878,9205144,19337968,23430734,2959216,40189,1035133.0,3103171.0,40893.0,0.51527
4338,1.084642,8676000.0,9421525,17339919,9207285,19342445,23436164,2959899,40194,1035372.0,3103892.0,40898.0,0.51527
4339,1.084645,8678000.0,9423719,17343958,9209425,19346932,23441602,2960588,40199,1035613.0,3104612.0,40903.0,0.51527
4340,1.084645,8680000.0,9425901,17348005,9211571,19351405,23447024,2961273,40204,1035852.0,3105332.0,40908.0,0.51527
4341,1.084647,8682000.0,9428092,17352044,9213713,19355891,23452464,2961959,40209,1036093.0,3106053.0,40913.0,0.51527
4342,1.084649,8684000.0,9430277,17356084,9215854,19360369,23457892,2962646,40214,1036332.0,3106772.0,40918.0,0.5143
4343,1.08465,8686000.0,9432466,17360126,9217998,19364850,23463314,2963333,40219,1036572.0,3107490.0,40923.0,0.5143
4344,1.084652,8688000.0,9434653,17364163,9220137,19369328,23468742,2964020,40224,1036812.0,3108210.0,40928.0,0.5143
4345,1.084654,8690000.0,9436841,17368207,9222284,19373813,23474179,2964706,40229,1037052.0,3108931.0,40933.0,0.5143
4346,1.084655,8692000.0,9439028,17372243,9224424,19378292,23479611,2965392,40234,1037292.0,3109651.0,40938.0,0.51531
4347,1.084657,8694000.0,9441217,17376290,9226569,19382773,23485039,2966080,40239,1037532.0,3110371.0,40943.0,0.51531
4348,1.084657,8696000.0,9443388,17380314,9228702,19387248,23490464,2966762,40244,1037771.0,3111089.0,40948.0,0.51531
4349,1.084658,8698000.0,9445575,17384361,9230846,19391727,23495899,2967450,40249,1038011.0,3111812.0,40953.0,0.51531
4350,1.084658,8700000.0,9447749,17388389,9232980,19396201,23501316,2968134,40254,1038250.0,3112527.0,40958.0,0.51256
4351,1.08466,8702000.0,9449938,17392427,9235123,19400686,23506750,2968821,40259,1038491.0,3113248.0,40963.0,0.51256
4352,1.08466,8704000.0,9452098,17396481,9237284,19405136,23512122,2969523,40259,1038729.0,3113978.0,40963.0,0.51256
4353,1.084661,8706000.0,9454284,17400521,9239430,19409619,23517555,2970209,40264,1038969.0,3114700.0,40968.0,0.51256
4354,1.084661,8708000.0,9456455,17404543,9241566,19414091,23522975,2970896,40269,1039209.0,3115420.0,40973.0,0.5125
4355,1.084661,8710000.0,9458626,17408578,9243702,19418561,23528395,2971580,40274,1039448.0,3116139.0,40978.0,0.5125
4356,1.084661,8712000.0,9460798,17412596,9245839,19423038,23533813,2972266,40279,1039688.0,3116857.0,40983.0,0.5125
4357,1.084662,8714000.0,9462976,17416635,9247985,19427509,23539231,2972955,40284,1039929.0,3117580.0,40988.0,0.5125
4358,1.084663,8716000.0,9465160,17420675,9250127,19431985,23544658,2973643,40289,1040169.0,3118303.0,40993.0,0.5125
4359,1.084665,8718000.0,9467345,17424705,9252269,19436467,23550085,2974331,40294,1040410.0,3119024.0,40998.0,0.51392
4360,1.084665,8720000.0,9469515,17428730,9254404,19440936,23555506,2975016,40299,1040649.0,3119744.0,41003.0,0.51392
4361,1.084664,8722000.0,9471686,17432764,9256541,19445406,23560919,2975700,40304,1040888.0,3120461.0,41008.0,0.51392
4362,1.084666,8724000.0,9473871,17436794,9258685,19449888,23566346,2976388,40309,1041129.0,3121182.0,41013.0,0.51392
4363,1.084667,8726000.0,9476055,17440831,9260827,19454365,23571770,2977078,40314,1041370.0,3121902.0,41018.0,0.51407
4364,1.084668,8728000.0,9478237,17444870,9262973,19458839,23577189,2977766,40319,1041610.0,3122625.0,41023.0,0.51407
4365,1.084669,8730000.0,9480416,17448905,9265114,19463314,23582618,2978452,40324,1041850.0,3123347.0,41028.0,0.51407
4366,1.084671,8732000.0,9482602,17452941,9267257,19467793,23588044,2979141,40329,1042091.0,3124069.0,41033.0,0.51407
4367,1.084672,8734000.0,9484783,17456983,9269402,19472266,23593462,2979829,40334,1042331.0,3124792.0,41038.0,0.51525
4368,1.084673,8736000.0,9486965,17461016,9271547,19476745,23598887,2980517,40339,1042572.0,3125513.0,41043.0,0.51525
4369,1.084674,8738000.0,9489147,17465059,9273691,19481219,23604312,2981205,40344,1042812.0,3126236.0,41048.0,0.51525
4370,1.084675,8740000.0,9491323,17469068,9275818,19485686,23609703,2981891,40352,1043052.0,3126954.0,41056.0,0.51525
4371,1.084676,8742000.0,9493504,17473103,9277957,19490163,23615129,2982578,40357,1043293.0,3127676.0,41061.0,0.51276
4372,1.084677,8744000.0,9495688,17477137,9280102,19494640,23620555,2983267,40362,1043533.0,3128398.0,41066.0,0.51276
4373,1.084678,8746000.0,9497871,17481179,9282246,19499116,23625977,2983956,40367,1043774.0,3129119.0,41071.0,0.51276
4374,1.084679,8748000.0,9500047,17485211,9284387,19503588,23631397,2984641,40372,1044014.0,3129841.0,41076.0,0.51276
4375,1.084679,8750000.0,9502212,17489271,9286551,19508043,23636776,2985343,40372,1044252.0,3130571.0,41076.0,0.51276
4376,1.08468,8752000.0,9504394,17493306,9288697,19512522,23642203,2986031,40377,1044493.0,3131294.0,41081.0,0.51369
4377,1.08468,8754000.0,9506567,17497327,9290830,19516996,23647623,2986718,40382,1044733.0,3132012.0,41086.0,0.51369
4378,1.08468,8756000.0,9508739,17501355,9292967,19521467,23653038,2987402,40387,1044972.0,3132731.0,41091.0,0.51369
4379,1.08468,8758000.0,9510909,17505377,9295101,19525940,23658457,2988085,40392,1045211.0,3133449.0,41096.0,0.51369
4380,1.084681,8760000.0,9513095,17509414,9297243,19530419,23663888,2988775,40397,1045452.0,3134170.0,41101.0,0.50962
4381,1.084681,8762000.0,9515265,17513441,9299378,19534888,23669300,2989459,40402,1045691.0,3134889.0,41106.0,0.50962
4382,1.084683,8764000.0,9517449,17517484,9301523,19539367,23674733,2990146,40407,1045932.0,3135613.0,41111.0,0.50962
4383,1.084684,8766000.0,9519632,17521521,9303670,19543844,23680151,2990836,40412,1046172.0,3136333.0,41116.0,0.50962
4384,1.084685,8768000.0,9521812,17525563,9305813,19548317,23685574,2991523,40417,1046412.0,3137056.0,41121.0,0.51244
4385,1.084685,8770000.0,9523983,17529579,9307946,19552792,23691001,2992209,40422,1046652.0,3137775.0,41126.0,0.51244
4386,1.084685,8772000.0,9526156,17533605,9310083,19557267,23696413,2992895,40427,1046892.0,3138494.0,41131.0,0.51244
4387,1.084686,8774000.0,9528337,17537643,9312229,19561740,23701828,2993583,40432,1047132.0,3139214.0,41136.0,0.51244
4388,1.084687,8776000.0,9530517,17541673,9314369,19566216,23707256,2994270,40437,1047373.0,3139936.0,41141.0,0.51318
4389,1.084687,8778000.0,9532693,17545705,9316509,19570693,23712681,2994955,40442,1047612.0,3140655.0,41146.0,0.51318
4390,1.084687,8780000.0,9534869,17549734,9318644,19575167,23718106,2995637,40447,1047850.0,3141372.0,41151.0,0.51318
4391,1.084688,8782000.0,9537046,17553762,9320778,19579645,23723531,2996323,40452,1048090.0,3142089.0,41156.0,0.51318
4392,1.084689,8784000.0,9539233,17557800,9322921,19584128,23728963,2997009,40457,1048330.0,3142810.0,41161.0,0.51409
4393,1.08469,8786000.0,9541408,17561829,9325056,19588603,23734386,2997694,40462,1048569.0,3143528.0,41166.0,0.51409
4394,1.084692,8788000.0,9543598,17565873,9327199,19593086,23739820,2998383,40467,1048810.0,3144248.0,41171.0,0.51409
4395,1.084692,8790000.0,9545778,17569909,9329342,19597561,23745251,2999068,40472,1049050.0,3144970.0,41176.0,0.51409
4396,1.084693,8792000.0,9547956,17573942,9331477,19602038,23750676,2999751,40477,1049288.0,3145688.0,41181.0,0.51409
4397,1.084691,8794000.0,9550106,17577975,9333628,19606494,23756061,3000447,40477,1049527.0,3146415.0,41181.0,0.51206
4398,1.084693,8796000.0,9552299,17582030,9335777,19610975,23761486,3001137,40482,1049766.0,3147134.0,41186.0,0.51206
4399,1.084693,8798000.0,9554471,17586059,9337910,19615445,23766907,3001818,40487,1050004.0,3147851.0,41191.0,0.51206
4400,1.084695,8800000.0,9556665,17590099,9340051,19619932,23772345,3002507,40492,1050245.0,3148571.0,41196.0,0.51206
4401,1.084696,8802000.0,9558847,17594139,9342193,19624409,23777775,3003191,40497,1050484.0,3149292.0,41201.0,0.5148
