9329121.00000,   0.28772
12811572.00000,   0.34900
13968381.00000,   0.44577
14301045.00000,   0.57132
35034429.00000,   0.29218
38289426.00000,   0.29296
38746338.00000,   0.32243
42866562.00000,   0.32469
44997315.00000,   0.33682
46793901.00000,   0.34521
48130068.00000,   0.38251
48468243.00000,   0.38808
50417634.00000,   0.39140
51504804.00000,   0.40299
52336464.00000,   0.41297
52492776.00000,   0.42520
55376532.00000,   0.41898
56511798.00000,   0.43714
57224721.00000,   0.44579
57459189.00000,   0.46291
57622014.00000,   0.46908
57713196.00000,   0.47610
60354969.00000,   0.46741
64916073.00000,   0.44926
67464660.00000,   0.44381
70313847.00000,   0.43874
73048305.00000,   0.43525
75894987.00000,   0.43022
79107900.00000,   0.42677
79239663.00000,   0.43000
79847376.00000,   0.43479
80825328.00000,   0.43951
81433041.00000,   0.44426
82211094.00000,   0.44604
83213595.00000,   0.45169
85998654.00000,   0.45366
87997644.00000,   0.45302
89787717.00000,   0.45115
90518676.00000,   0.45286
92316264.00000,   0.45286
92927985.00000,   0.46011
92993616.00000,   0.47166
93191511.00000,   0.47867
93614355.00000,   0.48393
94732587.00000,   0.48786
96182982.00000,   0.48393
97587285.00000,   0.48476
98460027.00000,   0.48671
98671449.00000,   0.49951
99113331.00000,   0.50373
99430464.00000,   0.50989
99875853.00000,   0.51209
100076253.00000,   0.51785
100594287.00000,   0.52167
100775649.00000,   0.52837
101160417.00000,   0.53125
101382360.00000,   0.53388
102634860.00000,   0.53524
102849789.00000,   0.54034
102906903.00000,   0.54620
105046173.00000,   0.54070
105571722.00000,   0.54676
105691461.00000,   0.55201
106273623.00000,   0.55473
106348272.00000,   0.55951
106509093.00000,   0.56476
107152377.00000,   0.57054
107555181.00000,   0.57433
107867805.00000,   0.58114
109469001.00000,   0.57888
110032125.00000,   0.58239
110251062.00000,   0.58401
112376805.00000,   0.57752
115368276.00000,   0.56731
115933404.00000,   0.56784
117100734.00000,   0.56673
117892815.00000,   0.56840
118254537.00000,   0.57422
121076169.00000,   0.56662
121088193.00000,   0.57264
122737986.00000,   0.56771
126331659.00000,   0.55894
126559614.00000,   0.56251
131282040.00000,   0.55166
131419815.00000,   0.55872
132659289.00000,   0.55776
135073107.00000,   0.55511
136224405.00000,   0.55629
136753461.00000,   0.55856
137209371.00000,   0.56482
137936322.00000,   0.56682
138944334.00000,   0.56817
139748439.00000,   0.57154
141676287.00000,   0.56904
142381695.00000,   0.57602
142490412.00000,   0.58050
143091111.00000,   0.58150
144926775.00000,   0.57980
146228373.00000,   0.58014
146481879.00000,   0.58197
147053520.00000,   0.58271
147346104.00000,   0.58555
149552007.00000,   0.58349
150222345.00000,   0.58450
150561021.00000,   0.58636
150978855.00000,   0.58781
153302493.00000,   0.58318
153436260.00000,   0.58791
153685257.00000,   0.58905
153717321.00000,   0.59273
154401186.00000,   0.59292
157594560.00000,   0.58479
157754379.00000,   0.58702
157798467.00000,   0.59096
157883637.00000,   0.59362
158745858.00000,   0.59790
158762892.00000,   0.60456
159973308.00000,   0.60444
161049957.00000,   0.60970
163129608.00000,   0.60609
164233311.00000,   0.60851
165442725.00000,   0.60783
168101031.00000,   0.60525
168108045.00000,   0.60878
169625073.00000,   0.60776
172597005.00000,   0.60107
173042394.00000,   0.60348
174308421.00000,   0.60315
174401106.00000,   0.60990
175004811.00000,   0.61085
176790876.00000,   0.60928
177869028.00000,   0.60922
179424633.00000,   0.60867
180932643.00000,   0.60637
181870515.00000,   0.60831
183122514.00000,   0.60799
184194654.00000,   0.60958
186586428.00000,   0.60526
188994234.00000,   0.60163
192108951.00000,   0.59363
